1,0,1,0;
209 293 746,0 1 2,1 1 1,1.0136208155681925;209 293 746,0 0 1,1 0 1,1.0051964387606085;209 293 746,0 0 1,0 1 1,1.0034170834363143;209 293 746,0 1 0,1 1 0,1.0061980054051571;209 293 746,0 1 0,0 1 1,1.0050289477789758;209 293 746,0 1 1,1 0 1,1.004960815515482;209 293 746,0 1 1,1 1 0,1.0042463376455069;209 293 746,0 0 0,1 0 0,1.0047023304780587;209 293 746,0 0 0,0 0 1,1.0035909846800057;209 293 746,0 0 0,0 1 0,1.003151284450827;
408 5281,0 0,1 0,0;408 5281,0 0,0 1,0;
5281 5282,0 0,1 0,0;5281 5282,0 0,0 1,0;
587 5282,0 0,1 0,0;587 5282,0 0,0 1,0;
588 5283,0 0,1 0,0;588 5283,0 0,0 1,0;
5283 5284,0 0,1 0,0;5283 5284,0 0,0 1,0;
5284 5285,0 0,1 0,0;5284 5285,0 0,0 1,0;
413 5285,0 0,1 0,0;413 5285,0 0,0 1,0;
20 1165,0 0,1 0,0;20 1165,0 0,0 1,0;
1167 1612,0 0,1 0,0;1167 1612,0 0,0 1,0;
23 1613,0 0,1 0,0;23 1613,0 0,0 1,0;
49 1168,0 0,1 0,0;49 1168,0 0,0 1,0;
88 1107,0 0,1 0,0;88 1107,0 0,0 1,0;
186 1162,0 0,1 0,0;186 1162,0 0,0 1,0;
201 2443,0 0,1 0,0;201 2443,0 0,0 1,0;
338 341,0 0,1 0,0;338 341,0 0,0 1,0;
600 1170,0 0,1 0,0;600 1170,0 0,0 1,0;
767 770,0 0,1 0,0;767 770,0 0,0 1,0;
790 794,0 0,1 0,0;790 794,0 0,0 1,0;
940 5286,0 0,1 0,0;940 5286,0 0,0 1,0;
5286 5287,0 0,1 0,0;5286 5287,0 0,0 1,0;
5287 5288,0 0,1 0,0;5287 5288,0 0,0 1,0;
5288 5289,0 0,1 0,0;5288 5289,0 0,0 1,0;
5289 5290,0 0,1 0,0;5289 5290,0 0,0 1,0;
5290 5291,0 0,1 0,0;5290 5291,0 0,0 1,0;
5291 5292,0 0,1 0,0;5291 5292,0 0,0 1,0;
5292 5293,0 0,1 0,0;5292 5293,0 0,0 1,0;
5293 5294,0 0,1 0,0;5293 5294,0 0,0 1,0;
5294 5295,0 0,1 0,0;5294 5295,0 0,0 1,0;
5295 5296,0 0,1 0,0;5295 5296,0 0,0 1,0;
5296 5297,0 0,1 0,0;5296 5297,0 0,0 1,0;
5297 5298,0 0,1 0,0;5297 5298,0 0,0 1,0;
5298 5299,0 0,1 0,0;5298 5299,0 0,0 1,0;
5299 5300,0 0,1 0,0;5299 5300,0 0,0 1,0;
5300 5301,0 0,1 0,0;5300 5301,0 0,0 1,0;
1172 5301,0 0,1 0,0;1172 5301,0 0,0 1,0;
1172,0,1,0;
652 5302,0 0,1 0,0;652 5302,0 0,0 1,0;
5302 5303,0 0,1 0,0;5302 5303,0 0,0 1,0;
5303 5304,0 0,1 0,0;5303 5304,0 0,0 1,0;
5304 5305,0 0,1 0,0;5304 5305,0 0,0 1,0;
5305 5306,0 0,1 0,0;5305 5306,0 0,0 1,0;
5306 5307,0 0,1 0,0;5306 5307,0 0,0 1,0;
5307 5308,0 0,1 0,0;5307 5308,0 0,0 1,0;
5308 5309,0 0,1 0,0;5308 5309,0 0,0 1,0;
1174 5309,0 0,1 0,0;1174 5309,0 0,0 1,0;
1174 1175 1176,0 1 2,1 1 1,1.1165410635509911;1174 1175 1176,0 0 1,1 0 1,1.1165410635509911;1174 1175 1176,0 0 1,0 1 1,1.1165410635509911;1174 1175 1176,0 1 0,0 1 1,1.1165410635509911;1174 1175 1176,0 1 0,1 1 0,1.1165410635509911;1174 1175 1176,0 1 1,1 0 1,1.1165410635509911;1174 1175 1176,0 1 1,1 1 0,1.1165410635509911;1174 1175 1176,0 0 0,0 0 1,1.1165410635509911;1174 1175 1176,0 0 0,1 0 0,1.1165410635509911;1174 1175 1176,0 0 0,0 1 0,1.1165410635509911;
1175 5310,0 0,1 0,0;1175 5310,0 0,0 1,0;
5310 5311,0 0,1 0,0;5310 5311,0 0,0 1,0;
5311 5312,0 0,1 0,0;5311 5312,0 0,0 1,0;
5312 5313,0 0,1 0,0;5312 5313,0 0,0 1,0;
5313 5314,0 0,1 0,0;5313 5314,0 0,0 1,0;
5314 5315,0 0,1 0,0;5314 5315,0 0,0 1,0;
1176 5316,0 0,1 0,0;1176 5316,0 0,0 1,0;
5316 5317,0 0,1 0,0;5316 5317,0 0,0 1,0;
5317 5318,0 0,1 0,0;5317 5318,0 0,0 1,0;
5318 5319,0 0,1 0,0;5318 5319,0 0,0 1,0;
1179 5319,0 0,1 0,0;1179 5319,0 0,0 1,0;
1179,0,1,0;
92 5320,0 0,1 0,0;92 5320,0 0,0 1,0;
5320 5321,0 0,1 0,0;5320 5321,0 0,0 1,0;
1181 5321,0 0,1 0,0;1181 5321,0 0,0 1,0;
1181 1182 1183,0 1 2,1 1 1,1.1165410635509911;1181 1182 1183,0 0 1,1 0 1,1.1165410635509911;1181 1182 1183,0 0 1,0 1 1,1.1165410635509911;1181 1182 1183,0 1 0,1 1 0,1.1165410635509911;1181 1182 1183,0 1 0,0 1 1,1.1165410635509911;1181 1182 1183,0 1 1,1 1 0,1.1165410635509911;1181 1182 1183,0 1 1,1 0 1,1.1165410635509911;1181 1182 1183,0 0 0,1 0 0,1.1165410635509911;1181 1182 1183,0 0 0,0 1 0,1.1165410635509911;1181 1182 1183,0 0 0,0 0 1,1.1165410635509911;
1182 5322,0 0,1 0,0;1182 5322,0 0,0 1,0;
5322 5323,0 0,1 0,0;5322 5323,0 0,0 1,0;
5323 5324,0 0,1 0,0;5323 5324,0 0,0 1,0;
5324 5325,0 0,1 0,0;5324 5325,0 0,0 1,0;
5325 5326,0 0,1 0,0;5325 5326,0 0,0 1,0;
1185 5326,0 0,1 0,0;1185 5326,0 0,0 1,0;
1185,0,1,0;
1183 5327,0 0,1 0,0;1183 5327,0 0,0 1,0;
5327 5328,0 0,1 0,0;5327 5328,0 0,0 1,0;
5328 5329,0 0,1 0,0;5328 5329,0 0,0 1,0;
5329 5330,0 0,1 0,0;5329 5330,0 0,0 1,0;
5330 5331,0 0,1 0,0;5330 5331,0 0,0 1,0;
5331 5332,0 0,1 0,0;5331 5332,0 0,0 1,0;
5332 5333,0 0,1 0,0;5332 5333,0 0,0 1,0;
1187 5333,0 0,1 0,0;1187 5333,0 0,0 1,0;
1187,0,1,0;
5315 5334,0 0,1 0,0;5315 5334,0 0,0 1,0;
5334 5335,0 0,1 0,0;5334 5335,0 0,0 1,0;
5335 5336,0 0,1 0,0;5335 5336,0 0,0 1,0;
5336 5337,0 0,1 0,0;5336 5337,0 0,0 1,0;
5337 5338,0 0,1 0,0;5337 5338,0 0,0 1,0;
5338 5339,0 0,1 0,0;5338 5339,0 0,0 1,0;
1188 5339,0 0,1 0,0;1188 5339,0 0,0 1,0;
1188,0,1,0;
2151 5340,0 0,1 0,0;2151 5340,0 0,0 1,0;
5340 5341,0 0,1 0,0;5340 5341,0 0,0 1,0;
5341 5342,0 0,1 0,0;5341 5342,0 0,0 1,0;
5342 5343,0 0,1 0,0;5342 5343,0 0,0 1,0;
5343 5344,0 0,1 0,0;5343 5344,0 0,0 1,0;
5344 5345,0 0,1 0,0;5344 5345,0 0,0 1,0;
138 5345,0 0,1 0,0;138 5345,0 0,0 1,0;
139 5346,0 0,1 0,0;139 5346,0 0,0 1,0;
5346 5347,0 0,1 0,0;5346 5347,0 0,0 1,0;
5347 5348,0 0,1 0,0;5347 5348,0 0,0 1,0;
5348 5349,0 0,1 0,0;5348 5349,0 0,0 1,0;
1190 5349,0 0,1 0,0;1190 5349,0 0,0 1,0;
1190 1191 1192,0 1 2,1 1 1,1.0130568161434774;1190 1191 1192,0 0 1,1 0 1,1.004011395833446;1190 1191 1192,0 0 1,0 1 1,1.0040397375662617;1190 1191 1192,0 1 0,0 1 1,1.0055460153260598;1190 1191 1192,0 1 0,1 1 0,1.0045287481419383;1190 1191 1192,0 1 1,1 0 1,1.0050323729787143;1190 1191 1192,0 1 1,1 1 0,1.0041755913739512;1190 1191 1192,0 0 0,0 0 1,1.0044401143799042;1190 1191 1192,0 0 0,1 0 0,1.0024485107993086;1190 1191 1192,0 0 0,0 1 0,1.0022800297808707;
1191 5350,0 0,1 0,0;1191 5350,0 0,0 1,0;
1194 5350,0 0,1 0,0;1194 5350,0 0,0 1,0;
1192 5351,0 0,1 0,0;1192 5351,0 0,0 1,0;
5351 5352,0 0,1 0,0;5351 5352,0 0,0 1,0;
5352 5353,0 0,1 0,0;5352 5353,0 0,0 1,0;
5353 5354,0 0,1 0,0;5353 5354,0 0,0 1,0;
656 5354,0 0,1 0,0;656 5354,0 0,0 1,0;
144 5355,0 0,1 0,0;144 5355,0 0,0 1,0;
5355 5356,0 0,1 0,0;5355 5356,0 0,0 1,0;
5356 5357,0 0,1 0,0;5356 5357,0 0,0 1,0;
5357 5358,0 0,1 0,0;5357 5358,0 0,0 1,0;
5358 5359,0 0,1 0,0;5358 5359,0 0,0 1,0;
5359 5360,0 0,1 0,0;5359 5360,0 0,0 1,0;
5360 5361,0 0,1 0,0;5360 5361,0 0,0 1,0;
5361 5362,0 0,1 0,0;5361 5362,0 0,0 1,0;
5362 5363,0 0,1 0,0;5362 5363,0 0,0 1,0;
5363 5364,0 0,1 0,0;5363 5364,0 0,0 1,0;
5364 5365,0 0,1 0,0;5364 5365,0 0,0 1,0;
5365 5366,0 0,1 0,0;5365 5366,0 0,0 1,0;
1197 5366,0 0,1 0,0;1197 5366,0 0,0 1,0;
1197 1198 1199,0 1 2,1 1 1,1.0135347119233695;1197 1198 1199,0 0 1,1 0 1,1.0040562768325931;1197 1198 1199,0 0 1,0 1 1,1.0042927922003286;1197 1198 1199,0 1 0,1 1 0,1.0059480647803154;1197 1198 1199,0 1 0,0 1 1,1.0052715486028208;1197 1198 1199,0 1 1,1 1 0,1.0067388588591677;1197 1198 1199,0 1 1,1 0 1,1.005555329920526;1197 1198 1199,0 0 0,1 0 0,1.0032869958888984;1197 1198 1199,0 0 0,0 1 0,1.0043417523395606;1197 1198 1199,0 0 0,0 0 1,1.0023595754896732;
1198 5367,0 0,1 0,0;1198 5367,0 0,0 1,0;
5367 5368,0 0,1 0,0;5367 5368,0 0,0 1,0;
5368 5369,0 0,1 0,0;5368 5369,0 0,0 1,0;
5369 5370,0 0,1 0,0;5369 5370,0 0,0 1,0;
5370 5371,0 0,1 0,0;5370 5371,0 0,0 1,0;
5371 5372,0 0,1 0,0;5371 5372,0 0,0 1,0;
5372 5373,0 0,1 0,0;5372 5373,0 0,0 1,0;
1201 5373,0 0,1 0,0;1201 5373,0 0,0 1,0;
1199 5374,0 0,1 0,0;1199 5374,0 0,0 1,0;
5374 5375,0 0,1 0,0;5374 5375,0 0,0 1,0;
5375 5376,0 0,1 0,0;5375 5376,0 0,0 1,0;
5376 5377,0 0,1 0,0;5376 5377,0 0,0 1,0;
5377 5378,0 0,1 0,0;5377 5378,0 0,0 1,0;
5378 5379,0 0,1 0,0;5378 5379,0 0,0 1,0;
5379 5380,0 0,1 0,0;5379 5380,0 0,0 1,0;
5380 5381,0 0,1 0,0;5380 5381,0 0,0 1,0;
5381 5382,0 0,1 0,0;5381 5382,0 0,0 1,0;
5382 5383,0 0,1 0,0;5382 5383,0 0,0 1,0;
5383 5384,0 0,1 0,0;5383 5384,0 0,0 1,0;
126 5384,0 0,1 0,0;126 5384,0 0,0 1,0;
1203 1204 1205,0 1 2,1 1 1,1.1165410635509911;1203 1204 1205,0 0 1,1 0 1,1.1165410635509911;1203 1204 1205,0 0 1,0 1 1,1.1165410635509911;1203 1204 1205,0 1 0,1 1 0,1.1165410635509911;1203 1204 1205,0 1 0,0 1 1,1.1165410635509911;1203 1204 1205,0 1 1,1 1 0,1.1165410635509911;1203 1204 1205,0 1 1,1 0 1,1.1165410635509911;1203 1204 1205,0 0 0,1 0 0,1.1165410635509911;1203 1204 1205,0 0 0,0 1 0,1.1165410635509911;1203 1204 1205,0 0 0,0 0 1,1.1165410635509911;
1203 1206,0 0,1 0,0;1203 1206,0 0,0 1,0;
1206,0,1,0;
1204 1207,0 0,1 0,0;1204 1207,0 0,0 1,0;
1207,0,1,0;
129 131 1201 1208,0 1 2 3,1 1 1 1,1.116929814463451;129 131 1201 1208,0 0 1 2,1 0 1 1,1.1167888914461273;129 131 1201 1208,0 0 1 2,0 1 1 1,1.1168944774723413;129 131 1201 1208,0 1 0 2,1 1 0 1,1.1167173235594245;129 131 1201 1208,0 1 0 2,0 1 1 1,1.1168944774723413;129 131 1201 1208,0 1 1 2,1 0 1 1,1.1167888914461273;129 131 1201 1208,0 1 1 2,1 1 0 1,1.1167173235594245;129 131 1201 1208,0 0 0 1,1 0 0 1,1.1165764005421008;129 131 1201 1208,0 0 0 1,0 1 0 1,1.1166819865683149;129 131 1201 1208,0 0 0 1,0 0 1 1,1.1167535544550176;129 131 1201 1208,0 1 2 0,0 1 1 1,1.1168944774723413;129 131 1201 1208,0 1 2 0,1 1 1 0,1.0067026261032355;129 131 1201 1208,0 1 2 1,1 0 1 1,1.1167888914461273;129 131 1201 1208,0 1 2 1,1 1 1 0,1.0061873822797958;129 131 1201 1208,0 1 2 2,1 1 0 1,1.1167173235594245;129 131 1201 1208,0 1 2 2,1 1 1 0,1.0052036730727918;129 131 1201 1208,0 0 1 0,0 0 1 1,1.1167535544550176;129 131 1201 1208,0 0 1 0,1 0 1 0,1.0045158860609777;129 131 1201 1208,0 0 1 0,0 1 1 0,1.0060341090201221;129 131 1201 1208,0 0 1 1,1 0 0 1,1.1165764005421008;129 131 1201 1208,0 0 1 1,1 0 1 0,1.0013145312428808;129 131 1201 1208,0 0 1 1,0 1 0 1,1.1166819865683149;129 131 1201 1208,0 0 1 1,0 1 1 0,1.0019655020218194;129 131 1201 1208,0 1 0 0,0 1 0 1,1.1166819865683149;129 131 1201 1208,0 1 0 0,1 1 0 0,1.0044224707893028;129 131 1201 1208,0 1 0 0,0 1 1 0,1.0055716603359803;129 131 1201 1208,0 1 0 1,1 0 0 1,1.1165764005421008;129 131 1201 1208,0 1 0 1,1 1 0 0,1.0027228183394254;129 131 1201 1208,0 1 0 1,0 0 1 1,1.1167535544550176;129 131 1201 1208,0 1 0 1,0 1 1 0,1.0032337584267035;129 131 1201 1208,0 1 1 0,0 0 1 1,1.1167535544550176;129 131 1201 1208,0 1 1 0,0 1 0 1,1.1166819865683149;129 131 1201 1208,0 1 1 0,1 0 1 0,1.002734303277982;129 131 1201 1208,0 1 1 0,1 1 0 0,1.0031513048552196;129 131 1201 1208,0 1 1 1,1 0 0 1,1.1165764005421008;129 131 1201 1208,0 1 1 1,1 0 1 0,1.0047074111676384;129 131 1201 1208,0 1 1 1,1 1 0 0,1.0063514277984298;129 131 1201 1208,0 0 0 0,0 0 0 1,1.1165410635509911;129 131 1201 1208,0 0 0 0,1 0 0 0,1.0016803033823405;129 131 1201 1208,0 0 0 0,0 1 0 0,1.0034352953812709;129 131 1201 1208,0 0 0 0,0 0 1 0,1.0024293059259863;
127 1209,0 0,1 0,0;127 1209,0 0,0 1,0;
1209,0,1,0;
1210 1211,0 0,1 0,0;1210 1211,0 0,0 1,0;
1210 1212 1213,0 1 2,1 1 1,1.1167066771427219;1210 1212 1213,0 0 1,1 0 1,1.1165514947105795;1210 1212 1213,0 0 1,0 1 1,1.1166962459831336;1210 1212 1213,0 1 0,1 1 0,1.0061354220407965;1210 1212 1213,0 1 0,0 1 1,1.1166962459831336;1210 1212 1213,0 1 1,1 1 0,1.004772511691159;1210 1212 1213,0 1 1,1 0 1,1.1165514947105795;1210 1212 1213,0 0 0,1 0 0,1.00254811129492;1210 1212 1213,0 0 0,0 1 0,1.0035321992732884;1210 1212 1213,0 0 0,0 0 1,1.1165410635509911;
659 661 1194 1211,0 1 2 3,1 1 1 1,1.013014008973008;659 661 1194 1211,0 0 1 2,1 0 1 1,1.0058801141864409;659 661 1194 1211,0 0 1 2,0 1 1 1,1.0044762767355713;659 661 1194 1211,0 1 0 2,0 1 1 1,1.0056757924077593;659 661 1194 1211,0 1 0 2,1 1 0 1,1.0068055954097122;659 661 1194 1211,0 1 1 2,1 0 1 1,1.0072588805179208;659 661 1194 1211,0 1 1 2,1 1 0 1,1.0064878178438765;659 661 1194 1211,0 0 0 1,0 0 1 1,1.005133103867455;659 661 1194 1211,0 0 0 1,1 0 0 1,1.0058100887955301;659 661 1194 1211,0 0 0 1,0 1 0 1,1.0049351694362532;659 661 1194 1211,0 1 2 0,1 1 1 0,1.0060400799412341;659 661 1194 1211,0 1 2 0,0 1 1 1,1.0049654878992216;659 661 1194 1211,0 1 2 1,1 0 1 1,1.0082561563473666;659 661 1194 1211,0 1 2 1,1 1 1 0,1.0074194040258333;659 661 1194 1211,0 1 2 2,1 1 1 0,1.0056015534641398;659 661 1194 1211,0 1 2 2,1 1 0 1,1.00548826861384;659 661 1194 1211,0 0 1 0,0 0 1 1,1.005578206584544;659 661 1194 1211,0 0 1 0,1 0 1 0,1.0064659454815026;659 661 1194 1211,0 0 1 0,0 1 1 0,1.0049545313284376;659 661 1194 1211,0 0 1 1,1 0 1 0,1.002244328524154;659 661 1194 1211,0 0 1 1,1 0 0 1,1.0021537791425548;659 661 1194 1211,0 0 1 1,0 1 1 0,1.0013146054620392;659 661 1194 1211,0 0 1 1,0 1 0 1,1.0012286421454284;659 661 1194 1211,0 1 0 0,0 1 1 0,1.0043063297728048;659 661 1194 1211,0 1 0 0,1 1 0 0,1.0061960018162444;659 661 1194 1211,0 1 0 0,0 1 0 1,1.0044616832086375;659 661 1194 1211,0 1 0 1,0 0 1 1,1.0032204396504794;659 661 1194 1211,0 1 0 1,0 1 1 0,1.0028856692840329;659 661 1194 1211,0 1 0 1,1 0 0 1,1.004102748297673;659 661 1194 1211,0 1 0 1,1 1 0 0,1.0037062521810778;659 661 1194 1211,0 1 1 0,1 0 1 0,1.0031707695229937;659 661 1194 1211,0 1 1 0,1 1 0 0,1.00277670850315;659 661 1194 1211,0 1 1 0,0 0 1 1,1.0023343174508725;659 661 1194 1211,0 1 1 0,0 1 0 1,1.001983702979053;659 661 1194 1211,0 1 1 1,1 0 1 0,1.0064659454815026;659 661 1194 1211,0 1 1 1,1 0 0 1,1.0057012950154915;659 661 1194 1211,0 1 1 1,1 1 0 0,1.0048245280644177;659 661 1194 1211,0 0 0 0,0 0 0 1,1.0028677285582905;659 661 1194 1211,0 0 0 0,0 0 1 0,1.0026750345576059;659 661 1194 1211,0 0 0 0,1 0 0 0,1.0042093113107047;659 661 1194 1211,0 0 0 0,0 1 0 0,1.0018277389429484;
1212 5385,0 0,1 0,0;1212 5385,0 0,0 1,0;
1215 5385,0 0,1 0,0;1215 5385,0 0,0 1,0;
1215 1216 1217 1218,0 1 2 3,1 1 1 1,1.1166283101766403;1215 1216 1217 1218,0 0 1 2,0 1 1 1,1.1166187585822538;1215 1216 1217 1218,0 0 1 2,1 0 1 1,1.1166283101766403;1215 1216 1217 1218,0 1 0 2,0 1 1 1,1.1166187585822538;1215 1216 1217 1218,0 1 0 2,1 1 0 1,1.1166283101766403;1215 1216 1217 1218,0 1 1 2,1 1 0 1,1.1166283101766403;1215 1216 1217 1218,0 1 1 2,1 0 1 1,1.1166283101766403;1215 1216 1217 1218,0 0 0 1,0 1 0 1,1.1166187585822538;1215 1216 1217 1218,0 0 0 1,0 0 1 1,1.1166187585822538;1215 1216 1217 1218,0 0 0 1,1 0 0 1,1.004539507983704;1215 1216 1217 1218,0 1 2 0,0 1 1 1,1.1166187585822538;1215 1216 1217 1218,0 1 2 0,1 1 1 0,1.1165506151453777;1215 1216 1217 1218,0 1 2 1,1 1 1 0,1.1165506151453777;1215 1216 1217 1218,0 1 2 1,1 0 1 1,1.1166283101766403;1215 1216 1217 1218,0 1 2 2,1 1 1 0,1.1165506151453777;1215 1216 1217 1218,0 1 2 2,1 1 0 1,1.1166283101766403;1215 1216 1217 1218,0 0 1 0,0 1 1 0,1.1165410635509911;1215 1216 1217 1218,0 0 1 0,0 0 1 1,1.1166187585822538;1215 1216 1217 1218,0 0 1 0,1 0 1 0,1.1165506151453777;1215 1216 1217 1218,0 0 1 1,0 1 1 0,1.1165410635509911;1215 1216 1217 1218,0 0 1 1,0 1 0 1,1.1166187585822538;1215 1216 1217 1218,0 0 1 1,1 0 1 0,1.1165506151453777;1215 1216 1217 1218,0 0 1 1,1 0 0 1,1.0013060393632802;1215 1216 1217 1218,0 1 0 0,0 1 1 0,1.1165410635509911;1215 1216 1217 1218,0 1 0 0,0 1 0 1,1.1166187585822538;1215 1216 1217 1218,0 1 0 0,1 1 0 0,1.1165506151453777;1215 1216 1217 1218,0 1 0 1,0 1 1 0,1.1165410635509911;1215 1216 1217 1218,0 1 0 1,0 0 1 1,1.1166187585822538;1215 1216 1217 1218,0 1 0 1,1 1 0 0,1.1165506151453777;1215 1216 1217 1218,0 1 0 1,1 0 0 1,1.0025158497184374;1215 1216 1217 1218,0 1 1 0,0 1 0 1,1.1166187585822538;1215 1216 1217 1218,0 1 1 0,0 0 1 1,1.1166187585822538;1215 1216 1217 1218,0 1 1 0,1 1 0 0,1.1165506151453777;1215 1216 1217 1218,0 1 1 0,1 0 1 0,1.1165506151453777;1215 1216 1217 1218,0 1 1 1,1 1 0 0,1.1165506151453777;1215 1216 1217 1218,0 1 1 1,1 0 1 0,1.1165506151453777;1215 1216 1217 1218,0 1 1 1,1 0 0 1,1.0049157837629257;1215 1216 1217 1218,0 0 0 0,0 1 0 0,1.1165410635509911;1215 1216 1217 1218,0 0 0 0,0 0 1 0,1.1165410635509911;1215 1216 1217 1218,0 0 0 0,0 0 0 1,1.00269024846977;1215 1216 1217 1218,0 0 0 0,1 0 0 0,1.001731443990447;
1216 5386,0 0,1 0,0;1216 5386,0 0,0 1,0;
1220 5386,0 0,1 0,0;1220 5386,0 0,0 1,0;
1220,0,1,0;
1213 5387,0 0,1 0,0;1213 5387,0 0,0 1,0;
5387 5388,0 0,1 0,0;5387 5388,0 0,0 1,0;
5388 5389,0 0,1 0,0;5388 5389,0 0,0 1,0;
5389 5390,0 0,1 0,0;5389 5390,0 0,0 1,0;
5390 5391,0 0,1 0,0;5390 5391,0 0,0 1,0;
5391 5392,0 0,1 0,0;5391 5392,0 0,0 1,0;
1222 5392,0 0,1 0,0;1222 5392,0 0,0 1,0;
1222,0,1,0;
1217 1223,0 0,1 0,0;1217 1223,0 0,0 1,0;
1223 1224 1225,0 1 2,1 1 1,1.1165410635509911;1223 1224 1225,0 0 1,0 1 1,1.1165410635509911;1223 1224 1225,0 0 1,1 0 1,1.1165410635509911;1223 1224 1225,0 1 0,0 1 1,1.1165410635509911;1223 1224 1225,0 1 0,1 1 0,1.1165410635509911;1223 1224 1225,0 1 1,1 1 0,1.1165410635509911;1223 1224 1225,0 1 1,1 0 1,1.1165410635509911;1223 1224 1225,0 0 0,0 1 0,1.1165410635509911;1223 1224 1225,0 0 0,0 0 1,1.1165410635509911;1223 1224 1225,0 0 0,1 0 0,1.1165410635509911;
1224 1226,0 0,1 0,0;1224 1226,0 0,0 1,0;
1226,0,1,0;
1225 1227,0 0,1 0,0;1225 1227,0 0,0 1,0;
1227,0,1,0;
1218 5393,0 0,1 0,0;1218 5393,0 0,0 1,0;
5393 5394,0 0,1 0,0;5393 5394,0 0,0 1,0;
657 5394,0 0,1 0,0;657 5394,0 0,0 1,0;
703 5395,0 0,1 0,0;703 5395,0 0,0 1,0;
5395 5396,0 0,1 0,0;5395 5396,0 0,0 1,0;
5396 5397,0 0,1 0,0;5396 5397,0 0,0 1,0;
5397 5398,0 0,1 0,0;5397 5398,0 0,0 1,0;
5398 5399,0 0,1 0,0;5398 5399,0 0,0 1,0;
5399 5400,0 0,1 0,0;5399 5400,0 0,0 1,0;
5400 5401,0 0,1 0,0;5400 5401,0 0,0 1,0;
148 5401,0 0,1 0,0;148 5401,0 0,0 1,0;
149 5402,0 0,1 0,0;149 5402,0 0,0 1,0;
5402 5403,0 0,1 0,0;5402 5403,0 0,0 1,0;
5403 5404,0 0,1 0,0;5403 5404,0 0,0 1,0;
5404 5405,0 0,1 0,0;5404 5405,0 0,0 1,0;
1231 5405,0 0,1 0,0;1231 5405,0 0,0 1,0;
1231,0,1,0;
3973 5406,0 0,1 0,0;3973 5406,0 0,0 1,0;
5406 5407,0 0,1 0,0;5406 5407,0 0,0 1,0;
5407 5408,0 0,1 0,0;5407 5408,0 0,0 1,0;
154 5408,0 0,1 0,0;154 5408,0 0,0 1,0;
66 5409,0 0,1 0,0;66 5409,0 0,0 1,0;
1233 5409,0 0,1 0,0;1233 5409,0 0,0 1,0;
1233 1234 1235,0 1 2,1 1 1,1.1165410635509911;1233 1234 1235,0 0 1,1 0 1,1.1165410635509911;1233 1234 1235,0 0 1,0 1 1,1.1165410635509911;1233 1234 1235,0 1 0,1 1 0,1.1165410635509911;1233 1234 1235,0 1 0,0 1 1,1.1165410635509911;1233 1234 1235,0 1 1,1 1 0,1.1165410635509911;1233 1234 1235,0 1 1,1 0 1,1.1165410635509911;1233 1234 1235,0 0 0,1 0 0,1.1165410635509911;1233 1234 1235,0 0 0,0 1 0,1.1165410635509911;1233 1234 1235,0 0 0,0 0 1,1.1165410635509911;
1234 5410,0 0,1 0,0;1234 5410,0 0,0 1,0;
5410 5411,0 0,1 0,0;5410 5411,0 0,0 1,0;
5411 5412,0 0,1 0,0;5411 5412,0 0,0 1,0;
5412 5413,0 0,1 0,0;5412 5413,0 0,0 1,0;
5413 5414,0 0,1 0,0;5413 5414,0 0,0 1,0;
1237 5414,0 0,1 0,0;1237 5414,0 0,0 1,0;
1237,0,1,0;
1235 5415,0 0,1 0,0;1235 5415,0 0,0 1,0;
5415 5416,0 0,1 0,0;5415 5416,0 0,0 1,0;
5416 5417,0 0,1 0,0;5416 5417,0 0,0 1,0;
5417 5418,0 0,1 0,0;5417 5418,0 0,0 1,0;
1239 5418,0 0,1 0,0;1239 5418,0 0,0 1,0;
1239,0,1,0;
500 5419,0 0,1 0,0;500 5419,0 0,0 1,0;
5419 5420,0 0,1 0,0;5419 5420,0 0,0 1,0;
5420 5421,0 0,1 0,0;5420 5421,0 0,0 1,0;
5421 5422,0 0,1 0,0;5421 5422,0 0,0 1,0;
5422 5423,0 0,1 0,0;5422 5423,0 0,0 1,0;
5423 5424,0 0,1 0,0;5423 5424,0 0,0 1,0;
5424 5425,0 0,1 0,0;5424 5425,0 0,0 1,0;
5425 5426,0 0,1 0,0;5425 5426,0 0,0 1,0;
5426 5427,0 0,1 0,0;5426 5427,0 0,0 1,0;
5427 5428,0 0,1 0,0;5427 5428,0 0,0 1,0;
5428 5429,0 0,1 0,0;5428 5429,0 0,0 1,0;
5429 5430,0 0,1 0,0;5429 5430,0 0,0 1,0;
5430 5431,0 0,1 0,0;5430 5431,0 0,0 1,0;
5431 5432,0 0,1 0,0;5431 5432,0 0,0 1,0;
5432 5433,0 0,1 0,0;5432 5433,0 0,0 1,0;
5433 5434,0 0,1 0,0;5433 5434,0 0,0 1,0;
5434 5435,0 0,1 0,0;5434 5435,0 0,0 1,0;
5435 5436,0 0,1 0,0;5435 5436,0 0,0 1,0;
5436 5437,0 0,1 0,0;5436 5437,0 0,0 1,0;
5437 5438,0 0,1 0,0;5437 5438,0 0,0 1,0;
5438 5439,0 0,1 0,0;5438 5439,0 0,0 1,0;
5439 5440,0 0,1 0,0;5439 5440,0 0,0 1,0;
5440 5441,0 0,1 0,0;5440 5441,0 0,0 1,0;
5441 5442,0 0,1 0,0;5441 5442,0 0,0 1,0;
5442 5443,0 0,1 0,0;5442 5443,0 0,0 1,0;
