1,0,1,0;
1676 7571,0 0,1 0,0;1676 7571,0 0,0 1,0;
7571 7572,0 0,1 0,0;7571 7572,0 0,0 1,0;
7572 7573,0 0,1 0,0;7572 7573,0 0,0 1,0;
7573 7574,0 0,1 0,0;7573 7574,0 0,0 1,0;
1677 7574,0 0,1 0,0;1677 7574,0 0,0 1,0;
1677,0,1,0;
1357 7575,0 0,1 0,0;1357 7575,0 0,0 1,0;
7575 7576,0 0,1 0,0;7575 7576,0 0,0 1,0;
7576 7577,0 0,1 0,0;7576 7577,0 0,0 1,0;
7577 7578,0 0,1 0,0;7577 7578,0 0,0 1,0;
7578 7579,0 0,1 0,0;7578 7579,0 0,0 1,0;
7579 7580,0 0,1 0,0;7579 7580,0 0,0 1,0;
1679 7580,0 0,1 0,0;1679 7580,0 0,0 1,0;
1679,0,1,0;
863 7581,0 0,1 0,0;863 7581,0 0,0 1,0;
7581 7582,0 0,1 0,0;7581 7582,0 0,0 1,0;
7582 7583,0 0,1 0,0;7582 7583,0 0,0 1,0;
7583 7584,0 0,1 0,0;7583 7584,0 0,0 1,0;
7584 7585,0 0,1 0,0;7584 7585,0 0,0 1,0;
7585 7586,0 0,1 0,0;7585 7586,0 0,0 1,0;
7586 7587,0 0,1 0,0;7586 7587,0 0,0 1,0;
7587 7588,0 0,1 0,0;7587 7588,0 0,0 1,0;
7588 7589,0 0,1 0,0;7588 7589,0 0,0 1,0;
7589 7590,0 0,1 0,0;7589 7590,0 0,0 1,0;
7590 7591,0 0,1 0,0;7590 7591,0 0,0 1,0;
7591 7592,0 0,1 0,0;7591 7592,0 0,0 1,0;
1681 7592,0 0,1 0,0;1681 7592,0 0,0 1,0;
1681,0,1,0;
912 914 1190 1452,0 1 2 3,1 1 1 1,1.078469543167565;912 914 1190 1452,0 0 1 2,1 0 1 1,1.078469543167565;912 914 1190 1452,0 0 1 2,0 1 1 1,1.0784174619750622;912 914 1190 1452,0 1 0 2,1 1 0 1,1.0784524330358969;912 914 1190 1452,0 1 0 2,0 1 1 1,1.0784174619750622;912 914 1190 1452,0 1 1 2,1 1 0 1,1.0784524330358969;912 914 1190 1452,0 1 1 2,1 0 1 1,1.078469543167565;912 914 1190 1452,0 0 0 1,1 0 0 1,1.0784524330358969;912 914 1190 1452,0 0 0 1,0 1 0 1,1.078400351843394;912 914 1190 1452,0 0 0 1,0 0 1 1,1.0784174619750622;912 914 1190 1452,0 1 2 0,1 1 1 0,1.078469543167565;912 914 1190 1452,0 1 2 0,0 1 1 1,1.0784174619750622;912 914 1190 1452,0 1 2 1,1 1 1 0,1.078469543167565;912 914 1190 1452,0 1 2 1,1 0 1 1,1.078469543167565;912 914 1190 1452,0 1 2 2,1 1 0 1,1.0784524330358969;912 914 1190 1452,0 1 2 2,1 1 1 0,1.078469543167565;912 914 1190 1452,0 0 1 0,1 0 1 0,1.0032709694712663;912 914 1190 1452,0 0 1 0,0 1 1 0,1.0784174619750622;912 914 1190 1452,0 0 1 0,0 0 1 1,1.0784174619750622;912 914 1190 1452,0 0 1 1,1 0 0 1,1.0784524330358969;912 914 1190 1452,0 0 1 1,1 0 1 0,1.0010421697330838;912 914 1190 1452,0 0 1 1,0 1 0 1,1.078400351843394;912 914 1190 1452,0 0 1 1,0 1 1 0,1.0784174619750622;912 914 1190 1452,0 1 0 0,1 1 0 0,1.0784524330358969;912 914 1190 1452,0 1 0 0,0 1 0 1,1.078400351843394;912 914 1190 1452,0 1 0 0,0 1 1 0,1.0784174619750622;912 914 1190 1452,0 1 0 1,1 1 0 0,1.0784524330358969;912 914 1190 1452,0 1 0 1,1 0 0 1,1.0784524330358969;912 914 1190 1452,0 1 0 1,0 1 1 0,1.0784174619750622;912 914 1190 1452,0 1 0 1,0 0 1 1,1.0784174619750622;912 914 1190 1452,0 1 1 0,1 1 0 0,1.0784524330358969;912 914 1190 1452,0 1 1 0,1 0 1 0,1.0016577907473487;912 914 1190 1452,0 1 1 0,0 1 0 1,1.078400351843394;912 914 1190 1452,0 1 1 0,0 0 1 1,1.0784174619750622;912 914 1190 1452,0 1 1 1,1 1 0 0,1.0784524330358969;912 914 1190 1452,0 1 1 1,1 0 0 1,1.0784524330358969;912 914 1190 1452,0 1 1 1,1 0 1 0,1.003372944521908;912 914 1190 1452,0 0 0 0,1 0 0 0,1.0018818178834497;912 914 1190 1452,0 0 0 0,0 1 0 0,1.078400351843394;912 914 1190 1452,0 0 0 0,0 0 0 1,1.078400351843394;912 914 1190 1452,0 0 0 0,0 0 1 0,1.0013723698100143;
1683 7593,0 0,1 0,0;1683 7593,0 0,0 1,0;
7593 7594,0 0,1 0,0;7593 7594,0 0,0 1,0;
1684 7594,0 0,1 0,0;1684 7594,0 0,0 1,0;
1686 7595,0 0,1 0,0;1686 7595,0 0,0 1,0;
1687 7595,0 0,1 0,0;1687 7595,0 0,0 1,0;
1687,0,1,0;
1223 7596,0 0,1 0,0;1223 7596,0 0,0 1,0;
7596 7597,0 0,1 0,0;7596 7597,0 0,0 1,0;
1689 7597,0 0,1 0,0;1689 7597,0 0,0 1,0;
1691 7598,0 0,1 0,0;1691 7598,0 0,0 1,0;
7598 7599,0 0,1 0,0;7598 7599,0 0,0 1,0;
7599 7600,0 0,1 0,0;7599 7600,0 0,0 1,0;
7600 7601,0 0,1 0,0;7600 7601,0 0,0 1,0;
7601 7602,0 0,1 0,0;7601 7602,0 0,0 1,0;
7602 7603,0 0,1 0,0;7602 7603,0 0,0 1,0;
7603 7604,0 0,1 0,0;7603 7604,0 0,0 1,0;
7604 7605,0 0,1 0,0;7604 7605,0 0,0 1,0;
1692 7605,0 0,1 0,0;1692 7605,0 0,0 1,0;
1692,0,1,0;
1226 1479 1683 1693,0 1 2 3,1 1 1 1,1.0089910346756603;1226 1479 1683 1693,0 0 1 2,1 0 1 1,1.0053007706227137;1226 1479 1683 1693,0 0 1 2,0 1 1 1,1.0041813304664116;1226 1479 1683 1693,0 1 0 2,1 1 0 1,1.0041183784976255;1226 1479 1683 1693,0 1 0 2,0 1 1 1,1.0040795106042557;1226 1479 1683 1693,0 1 1 2,1 0 1 1,1.0041641141986202;1226 1479 1683 1693,0 1 1 2,1 1 0 1,1.003428176317445;1226 1479 1683 1693,0 0 0 1,1 0 0 1,1.0041335540701375;1226 1479 1683 1693,0 0 0 1,0 0 1 1,1.0038161685300604;1226 1479 1683 1693,0 0 0 1,0 1 0 1,1.002785870871134;1226 1479 1683 1693,0 1 2 0,1 1 1 0,1.0038553994399937;1226 1479 1683 1693,0 1 2 0,0 1 1 1,1.0033181791326427;1226 1479 1683 1693,0 1 2 1,1 0 1 1,1.0048955562217545;1226 1479 1683 1693,0 1 2 1,1 1 1 0,1.0044375845622926;1226 1479 1683 1693,0 1 2 2,1 1 1 0,1.0049109208826452;1226 1479 1683 1693,0 1 2 2,1 1 0 1,1.004327266306494;1226 1479 1683 1693,0 0 1 0,1 0 1 0,1.0042992076367874;1226 1479 1683 1693,0 0 1 0,0 0 1 1,1.0034218273974813;1226 1479 1683 1693,0 0 1 0,0 1 1 0,1.0028685364277392;1226 1479 1683 1693,0 0 1 1,1 0 1 0,1.0028336964222475;1226 1479 1683 1693,0 0 1 1,1 0 0 1,1.0024383489783204;1226 1479 1683 1693,0 0 1 1,0 1 1 0,1.0020301627172659;1226 1479 1683 1693,0 0 1 1,0 1 0 1,1.0016821978343113;1226 1479 1683 1693,0 1 0 0,1 1 0 0,1.0035539229957358;1226 1479 1683 1693,0 1 0 0,0 1 1 0,1.0041288395906305;1226 1479 1683 1693,0 1 0 0,0 1 0 1,1.0029175231590493;1226 1479 1683 1693,0 1 0 1,1 0 0 1,1.002122134187079;1226 1479 1683 1693,0 1 0 1,1 1 0 0,1.0019148194392007;1226 1479 1683 1693,0 1 0 1,0 0 1 1,1.0019493499820218;1226 1479 1683 1693,0 1 0 1,0 1 1 0,1.0017203706108144;1226 1479 1683 1693,0 1 1 0,1 0 1 0,1.0016428192269031;1226 1479 1683 1693,0 1 1 0,1 1 0 0,1.0012316203237304;1226 1479 1683 1693,0 1 1 0,0 0 1 1,1.0011415436075783;1226 1479 1683 1693,0 1 1 0,0 1 0 1,1.0007376993584398;1226 1479 1683 1693,0 1 1 1,1 0 1 0,1.0043086901682783;1226 1479 1683 1693,0 1 1 1,1 0 0 1,1.0038131908133534;1226 1479 1683 1693,0 1 1 1,1 1 0 0,1.0037264303020246;1226 1479 1683 1693,0 0 0 0,1 0 0 0,1.0021827039086637;1226 1479 1683 1693,0 0 0 0,0 0 1 0,1.0023330985136858;1226 1479 1683 1693,0 0 0 0,0 0 0 1,1.0015043274615176;1226 1479 1683 1693,0 0 0 0,0 1 0 0,1.0011498772726084;
1684 1686 1689 1691,0 1 2 3,1 1 1 1,1.0784050354660641;1684 1686 1689 1691,0 0 1 2,1 0 1 1,1.0784050354660641;1684 1686 1689 1691,0 0 1 2,0 1 1 1,1.07840231051223;1684 1686 1689 1691,0 1 0 2,0 1 1 1,1.07840231051223;1684 1686 1689 1691,0 1 0 2,1 1 0 1,1.0784030767972281;1684 1686 1689 1691,0 1 1 2,1 0 1 1,1.0784050354660641;1684 1686 1689 1691,0 1 1 2,1 1 0 1,1.0784030767972281;1684 1686 1689 1691,0 0 0 1,0 0 1 1,1.07840231051223;1684 1686 1689 1691,0 0 0 1,1 0 0 1,1.0784030767972281;1684 1686 1689 1691,0 0 0 1,0 1 0 1,1.078400351843394;1684 1686 1689 1691,0 1 2 0,0 1 1 1,1.07840231051223;1684 1686 1689 1691,0 1 2 0,1 1 1 0,1.0784050354660641;1684 1686 1689 1691,0 1 2 1,1 0 1 1,1.0784050354660641;1684 1686 1689 1691,0 1 2 1,1 1 1 0,1.0784050354660641;1684 1686 1689 1691,0 1 2 2,1 1 1 0,1.0784050354660641;1684 1686 1689 1691,0 1 2 2,1 1 0 1,1.0784030767972281;1684 1686 1689 1691,0 0 1 0,0 0 1 1,1.07840231051223;1684 1686 1689 1691,0 0 1 0,1 0 1 0,1.0031890404960842;1684 1686 1689 1691,0 0 1 0,0 1 1 0,1.07840231051223;1684 1686 1689 1691,0 0 1 1,1 0 1 0,1.0006021032743424;1684 1686 1689 1691,0 0 1 1,1 0 0 1,1.0784030767972281;1684 1686 1689 1691,0 0 1 1,0 1 1 0,1.07840231051223;1684 1686 1689 1691,0 0 1 1,0 1 0 1,1.078400351843394;1684 1686 1689 1691,0 1 0 0,0 1 1 0,1.07840231051223;1684 1686 1689 1691,0 1 0 0,0 1 0 1,1.078400351843394;1684 1686 1689 1691,0 1 0 0,1 1 0 0,1.0784030767972281;1684 1686 1689 1691,0 1 0 1,0 0 1 1,1.07840231051223;1684 1686 1689 1691,0 1 0 1,0 1 1 0,1.07840231051223;1684 1686 1689 1691,0 1 0 1,1 0 0 1,1.0784030767972281;1684 1686 1689 1691,0 1 0 1,1 1 0 0,1.0784030767972281;1684 1686 1689 1691,0 1 1 0,0 0 1 1,1.07840231051223;1684 1686 1689 1691,0 1 1 0,0 1 0 1,1.078400351843394;1684 1686 1689 1691,0 1 1 0,1 0 1 0,1.00082193525013;1684 1686 1689 1691,0 1 1 0,1 1 0 0,1.0784030767972281;1684 1686 1689 1691,0 1 1 1,1 0 1 0,1.0031890404960842;1684 1686 1689 1691,0 1 1 1,1 0 0 1,1.0784030767972281;1684 1686 1689 1691,0 1 1 1,1 1 0 0,1.0784030767972281;1684 1686 1689 1691,0 0 0 0,0 0 1 0,1.0017472774983625;1684 1686 1689 1691,0 0 0 0,0 0 0 1,1.078400351843394;1684 1686 1689 1691,0 0 0 0,1 0 0 0,1.0019451361562894;1684 1686 1689 1691,0 0 0 0,0 1 0 0,1.078400351843394;
1695 7606,0 0,1 0,0;1695 7606,0 0,0 1,0;
7606 7607,0 0,1 0,0;7606 7607,0 0,0 1,0;
7607 7608,0 0,1 0,0;7607 7608,0 0,0 1,0;
7608 7609,0 0,1 0,0;7608 7609,0 0,0 1,0;
7609 7610,0 0,1 0,0;7609 7610,0 0,0 1,0;
7610 7611,0 0,1 0,0;7610 7611,0 0,0 1,0;
7611 7612,0 0,1 0,0;7611 7612,0 0,0 1,0;
7612 7613,0 0,1 0,0;7612 7613,0 0,0 1,0;
7613 7614,0 0,1 0,0;7613 7614,0 0,0 1,0;
7614 7615,0 0,1 0,0;7614 7615,0 0,0 1,0;
7615 7616,0 0,1 0,0;7615 7616,0 0,0 1,0;
7616 7617,0 0,1 0,0;7616 7617,0 0,0 1,0;
7617 7618,0 0,1 0,0;7617 7618,0 0,0 1,0;
7618 7619,0 0,1 0,0;7618 7619,0 0,0 1,0;
7619 7620,0 0,1 0,0;7619 7620,0 0,0 1,0;
7620 7621,0 0,1 0,0;7620 7621,0 0,0 1,0;
1696 7621,0 0,1 0,0;1696 7621,0 0,0 1,0;
1696,0,1,0;
