1,0,1,0;
8024 8025,0 0,1 0,0;8024 8025,0 0,0 1,0;
8025 8026,0 0,1 0,0;8025 8026,0 0,0 1,0;
1930 8026,0 0,1 0,0;1930 8026,0 0,0 1,0;
1930,0,1,0;
4506 8027,0 0,1 0,0;4506 8027,0 0,0 1,0;
8027 8028,0 0,1 0,0;8027 8028,0 0,0 1,0;
4508 8028,0 0,1 0,0;4508 8028,0 0,0 1,0;
1932 8029,0 0,1 0,0;1932 8029,0 0,0 1,0;
8029 8030,0 0,1 0,0;8029 8030,0 0,0 1,0;
8030 8031,0 0,1 0,0;8030 8031,0 0,0 1,0;
8031 8032,0 0,1 0,0;8031 8032,0 0,0 1,0;
1933 8032,0 0,1 0,0;1933 8032,0 0,0 1,0;
1933,0,1,0;
1935 8033,0 0,1 0,0;1935 8033,0 0,0 1,0;
1936 8033,0 0,1 0,0;1936 8033,0 0,0 1,0;
1936,0,1,0;
432 434 777 1932 1935,0 1 2 3 4,1 1 1 1 1,1.0852540695048796;432 434 777 1932 1935,0 0 1 2 3,1 0 1 1 1,1.085084369539792;432 434 777 1932 1935,0 0 1 2 3,0 1 1 1 1,1.0852260719277695;432 434 777 1932 1935,0 1 0 2 3,1 1 0 1 1,1.085223431231512;432 434 777 1932 1935,0 1 0 2 3,0 1 1 1 1,1.0852260719277695;432 434 777 1932 1935,0 1 1 2 3,1 0 1 1 1,1.085084369539792;432 434 777 1932 1935,0 1 1 2 3,1 1 0 1 1,1.085223431231512;432 434 777 1932 1935,0 0 0 1 2,1 0 0 1 1,1.0850537312664246;432 434 777 1932 1935,0 0 0 1 2,0 0 1 1 1,1.085056371962682;432 434 777 1932 1935,0 0 0 1 2,0 1 0 1 1,1.0851954336544023;432 434 777 1932 1935,0 1 2 0 3,1 1 1 0 1,1.0852540695048796;432 434 777 1932 1935,0 1 2 0 3,0 1 1 1 1,1.0852260719277695;432 434 777 1932 1935,0 1 2 1 3,1 1 1 0 1,1.0852540695048796;432 434 777 1932 1935,0 1 2 1 3,1 0 1 1 1,1.085084369539792;432 434 777 1932 1935,0 1 2 2 3,1 1 1 0 1,1.0852540695048796;432 434 777 1932 1935,0 1 2 2 3,1 1 0 1 1,1.085223431231512;432 434 777 1932 1935,0 0 1 0 2,1 0 1 0 1,1.085084369539792;432 434 777 1932 1935,0 0 1 0 2,0 1 1 0 1,1.0852260719277695;432 434 777 1932 1935,0 0 1 0 2,0 0 1 1 1,1.085056371962682;432 434 777 1932 1935,0 0 1 1 2,1 0 1 0 1,1.085084369539792;432 434 777 1932 1935,0 0 1 1 2,1 0 0 1 1,1.0850537312664246;432 434 777 1932 1935,0 0 1 1 2,0 1 1 0 1,1.0852260719277695;432 434 777 1932 1935,0 0 1 1 2,0 1 0 1 1,1.0851954336544023;432 434 777 1932 1935,0 1 0 0 2,1 1 0 0 1,1.085223431231512;432 434 777 1932 1935,0 1 0 0 2,0 1 1 0 1,1.0852260719277695;432 434 777 1932 1935,0 1 0 0 2,0 1 0 1 1,1.0851954336544023;432 434 777 1932 1935,0 1 0 1 2,1 1 0 0 1,1.085223431231512;432 434 777 1932 1935,0 1 0 1 2,1 0 0 1 1,1.0850537312664246;432 434 777 1932 1935,0 1 0 1 2,0 1 1 0 1,1.0852260719277695;432 434 777 1932 1935,0 1 0 1 2,0 0 1 1 1,1.085056371962682;432 434 777 1932 1935,0 1 1 0 2,1 0 1 0 1,1.085084369539792;432 434 777 1932 1935,0 1 1 0 2,1 1 0 0 1,1.085223431231512;432 434 777 1932 1935,0 1 1 0 2,0 0 1 1 1,1.085056371962682;432 434 777 1932 1935,0 1 1 0 2,0 1 0 1 1,1.0851954336544023;432 434 777 1932 1935,0 1 1 1 2,1 0 1 0 1,1.085084369539792;432 434 777 1932 1935,0 1 1 1 2,1 1 0 0 1,1.085223431231512;432 434 777 1932 1935,0 1 1 1 2,1 0 0 1 1,1.0850537312664246;432 434 777 1932 1935,0 0 0 0 1,1 0 0 0 1,1.0850537312664246;432 434 777 1932 1935,0 0 0 0 1,0 0 1 0 1,1.085056371962682;432 434 777 1932 1935,0 0 0 0 1,0 1 0 0 1,1.0851954336544023;432 434 777 1932 1935,0 0 0 0 1,0 0 0 1 1,1.0850257336893145;432 434 777 1932 1935,0 1 2 3 0,1 1 1 1 0,1.0852540695048796;432 434 777 1932 1935,0 1 2 3 0,0 1 1 1 1,1.0852260719277695;432 434 777 1932 1935,0 1 2 3 1,1 1 1 1 0,1.0852540695048796;432 434 777 1932 1935,0 1 2 3 1,1 0 1 1 1,1.085084369539792;432 434 777 1932 1935,0 1 2 3 2,1 1 1 1 0,1.0852540695048796;432 434 777 1932 1935,0 1 2 3 2,1 1 0 1 1,1.085223431231512;432 434 777 1932 1935,0 1 2 3 3,1 1 1 1 0,1.0852540695048796;432 434 777 1932 1935,0 1 2 3 3,1 1 1 0 1,1.0852540695048796;432 434 777 1932 1935,0 0 1 2 0,1 0 1 1 0,1.085084369539792;432 434 777 1932 1935,0 0 1 2 0,0 1 1 1 0,1.0852260719277695;432 434 777 1932 1935,0 0 1 2 0,0 0 1 1 1,1.085056371962682;432 434 777 1932 1935,0 0 1 2 1,1 0 1 1 0,1.085084369539792;432 434 777 1932 1935,0 0 1 2 1,1 0 0 1 1,1.0850537312664246;432 434 777 1932 1935,0 0 1 2 1,0 1 1 1 0,1.0852260719277695;432 434 777 1932 1935,0 0 1 2 1,0 1 0 1 1,1.0851954336544023;432 434 777 1932 1935,0 0 1 2 2,1 0 1 1 0,1.085084369539792;432 434 777 1932 1935,0 0 1 2 2,1 0 1 0 1,1.085084369539792;432 434 777 1932 1935,0 0 1 2 2,0 1 1 1 0,1.0852260719277695;432 434 777 1932 1935,0 0 1 2 2,0 1 1 0 1,1.0852260719277695;432 434 777 1932 1935,0 1 0 2 0,1 1 0 1 0,1.085223431231512;432 434 777 1932 1935,0 1 0 2 0,0 1 1 1 0,1.0852260719277695;432 434 777 1932 1935,0 1 0 2 0,0 1 0 1 1,1.0851954336544023;432 434 777 1932 1935,0 1 0 2 1,1 1 0 1 0,1.085223431231512;432 434 777 1932 1935,0 1 0 2 1,1 0 0 1 1,1.0850537312664246;432 434 777 1932 1935,0 1 0 2 1,0 1 1 1 0,1.0852260719277695;432 434 777 1932 1935,0 1 0 2 1,0 0 1 1 1,1.085056371962682;432 434 777 1932 1935,0 1 0 2 2,1 1 0 1 0,1.085223431231512;432 434 777 1932 1935,0 1 0 2 2,1 1 0 0 1,1.085223431231512;432 434 777 1932 1935,0 1 0 2 2,0 1 1 1 0,1.0852260719277695;432 434 777 1932 1935,0 1 0 2 2,0 1 1 0 1,1.0852260719277695;432 434 777 1932 1935,0 1 1 2 0,1 0 1 1 0,1.085084369539792;432 434 777 1932 1935,0 1 1 2 0,1 1 0 1 0,1.085223431231512;432 434 777 1932 1935,0 1 1 2 0,0 0 1 1 1,1.085056371962682;432 434 777 1932 1935,0 1 1 2 0,0 1 0 1 1,1.0851954336544023;432 434 777 1932 1935,0 1 1 2 1,1 0 1 1 0,1.085084369539792;432 434 777 1932 1935,0 1 1 2 1,1 1 0 1 0,1.085223431231512;432 434 777 1932 1935,0 1 1 2 1,1 0 0 1 1,1.0850537312664246;432 434 777 1932 1935,0 1 1 2 2,1 0 1 1 0,1.085084369539792;432 434 777 1932 1935,0 1 1 2 2,1 0 1 0 1,1.085084369539792;432 434 777 1932 1935,0 1 1 2 2,1 1 0 1 0,1.085223431231512;432 434 777 1932 1935,0 1 1 2 2,1 1 0 0 1,1.085223431231512;432 434 777 1932 1935,0 0 0 1 0,1 0 0 1 0,1.0850537312664246;432 434 777 1932 1935,0 0 0 1 0,0 0 1 1 0,1.085056371962682;432 434 777 1932 1935,0 0 0 1 0,0 1 0 1 0,1.0851954336544023;432 434 777 1932 1935,0 0 0 1 0,0 0 0 1 1,1.0850257336893145;432 434 777 1932 1935,0 0 0 1 1,1 0 0 1 0,1.0850537312664246;432 434 777 1932 1935,0 0 0 1 1,1 0 0 0 1,1.0850537312664246;432 434 777 1932 1935,0 0 0 1 1,0 0 1 1 0,1.085056371962682;432 434 777 1932 1935,0 0 0 1 1,0 0 1 0 1,1.085056371962682;432 434 777 1932 1935,0 0 0 1 1,0 1 0 1 0,1.0851954336544023;432 434 777 1932 1935,0 0 0 1 1,0 1 0 0 1,1.0851954336544023;432 434 777 1932 1935,0 1 2 0 0,1 1 1 0 0,1.0045988178029326;432 434 777 1932 1935,0 1 2 0 0,0 1 1 1 0,1.0852260719277695;432 434 777 1932 1935,0 1 2 0 0,0 1 1 0 1,1.0852260719277695;432 434 777 1932 1935,0 1 2 0 1,1 1 1 0 0,1.0033018398288074;432 434 777 1932 1935,0 1 2 0 1,1 0 1 0 1,1.085084369539792;432 434 777 1932 1935,0 1 2 0 1,0 1 1 1 0,1.0852260719277695;432 434 777 1932 1935,0 1 2 0 1,0 0 1 1 1,1.085056371962682;432 434 777 1932 1935,0 1 2 0 2,1 1 1 0 0,1.0026808767700661;432 434 777 1932 1935,0 1 2 0 2,1 1 0 0 1,1.085223431231512;432 434 777 1932 1935,0 1 2 0 2,0 1 1 1 0,1.0852260719277695;432 434 777 1932 1935,0 1 2 0 2,0 1 0 1 1,1.0851954336544023;432 434 777 1932 1935,0 1 2 1 0,1 1 1 0 0,1.0023688388124772;432 434 777 1932 1935,0 1 2 1 0,1 0 1 1 0,1.085084369539792;432 434 777 1932 1935,0 1 2 1 0,0 1 1 0 1,1.0852260719277695;432 434 777 1932 1935,0 1 2 1 0,0 0 1 1 1,1.085056371962682;432 434 777 1932 1935,0 1 2 1 1,1 1 1 0 0,1.0045465115478376;432 434 777 1932 1935,0 1 2 1 1,1 0 1 1 0,1.085084369539792;432 434 777 1932 1935,0 1 2 1 1,1 0 1 0 1,1.085084369539792;432 434 777 1932 1935,0 1 2 1 2,1 1 1 0 0,1.00234070900152;432 434 777 1932 1935,0 1 2 1 2,1 1 0 0 1,1.085223431231512;432 434 777 1932 1935,0 1 2 1 2,1 0 1 1 0,1.085084369539792;432 434 777 1932 1935,0 1 2 1 2,1 0 0 1 1,1.0850537312664246;432 434 777 1932 1935,0 1 2 2 0,1 1 1 0 0,1.002216206049675;432 434 777 1932 1935,0 1 2 2 0,1 1 0 1 0,1.085223431231512;432 434 777 1932 1935,0 1 2 2 0,0 1 1 0 1,1.0852260719277695;432 434 777 1932 1935,0 1 2 2 0,0 1 0 1 1,1.0851954336544023;432 434 777 1932 1935,0 1 2 2 1,1 1 1 0 0,1.0026861808077712;432 434 777 1932 1935,0 1 2 2 1,1 1 0 1 0,1.085223431231512;432 434 777 1932 1935,0 1 2 2 1,1 0 1 0 1,1.085084369539792;432 434 777 1932 1935,0 1 2 2 1,1 0 0 1 1,1.0850537312664246;432 434 777 1932 1935,0 1 2 2 2,1 1 1 0 0,1.0045465115478376;432 434 777 1932 1935,0 1 2 2 2,1 1 0 1 0,1.085223431231512;432 434 777 1932 1935,0 1 2 2 2,1 1 0 0 1,1.085223431231512;432 434 777 1932 1935,0 0 1 0 0,1 0 1 0 0,1.0032032307333472;432 434 777 1932 1935,0 0 1 0 0,0 1 1 0 0,1.0047230865882815;432 434 777 1932 1935,0 0 1 0 0,0 0 1 1 0,1.085056371962682;432 434 777 1932 1935,0 0 1 0 0,0 0 1 0 1,1.085056371962682;432 434 777 1932 1935,0 0 1 0 1,1 0 1 0 0,1.0012846799747703;432 434 777 1932 1935,0 0 1 0 1,1 0 0 0 1,1.0850537312664246;432 434 777 1932 1935,0 0 1 0 1,0 1 1 0 0,1.0017398640704738;432 434 777 1932 1935,0 0 1 0 1,0 1 0 0 1,1.0851954336544023;432 434 777 1932 1935,0 0 1 0 1,0 0 1 1 0,1.085056371962682;432 434 777 1932 1935,0 0 1 0 1,0 0 0 1 1,1.0850257336893145;432 434 777 1932 1935,0 0 1 1 0,1 0 1 0 0,1.001450264867555;432 434 777 1932 1935,0 0 1 1 0,1 0 0 1 0,1.0850537312664246;432 434 777 1932 1935,0 0 1 1 0,0 1 1 0 0,1.0017955006117876;432 434 777 1932 1935,0 0 1 1 0,0 1 0 1 0,1.0851954336544023;432 434 777 1932 1935,0 0 1 1 0,0 0 1 0 1,1.085056371962682;432 434 777 1932 1935,0 0 1 1 0,0 0 0 1 1,1.0850257336893145;432 434 777 1932 1935,0 0 1 1 1,1 0 1 0 0,1.0012309608033463;432 434 777 1932 1935,0 0 1 1 1,1 0 0 1 0,1.0850537312664246;432 434 777 1932 1935,0 0 1 1 1,1 0 0 0 1,1.0850537312664246;432 434 777 1932 1935,0 0 1 1 1,0 1 1 0 0,1.0018247740923598;432 434 777 1932 1935,0 0 1 1 1,0 1 0 1 0,1.0851954336544023;432 434 777 1932 1935,0 0 1 1 1,0 1 0 0 1,1.0851954336544023;432 434 777 1932 1935,0 1 0 0 0,1 1 0 0 0,1.0033261354552518;432 434 777 1932 1935,0 1 0 0 0,0 1 1 0 0,1.0036471209709832;432 434 777 1932 1935,0 1 0 0 0,0 1 0 1 0,1.0851954336544023;432 434 777 1932 1935,0 1 0 0 0,0 1 0 0 1,1.0851954336544023;432 434 777 1932 1935,0 1 0 0 1,1 1 0 0 0,1.0018875068269955;432 434 777 1932 1935,0 1 0 0 1,1 0 0 0 1,1.0850537312664246;432 434 777 1932 1935,0 1 0 0 1,0 1 1 0 0,1.0023858013653415;432 434 777 1932 1935,0 1 0 0 1,0 0 1 0 1,1.085056371962682;432 434 777 1932 1935,0 1 0 0 1,0 1 0 1 0,1.0851954336544023;432 434 777 1932 1935,0 1 0 0 1,0 0 0 1 1,1.0850257336893145;432 434 777 1932 1935,0 1 0 1 0,1 1 0 0 0,1.0016215427740907;432 434 777 1932 1935,0 1 0 1 0,1 0 0 1 0,1.0850537312664246;432 434 777 1932 1935,0 1 0 1 0,0 1 1 0 0,1.001885726512486;432 434 777 1932 1935,0 1 0 1 0,0 0 1 1 0,1.085056371962682;432 434 777 1932 1935,0 1 0 1 0,0 1 0 0 1,1.0851954336544023;432 434 777 1932 1935,0 1 0 1 0,0 0 0 1 1,1.0850257336893145;432 434 777 1932 1935,0 1 0 1 1,1 1 0 0 0,1.0022616117865075;432 434 777 1932 1935,0 1 0 1 1,1 0 0 1 0,1.0850537312664246;432 434 777 1932 1935,0 1 0 1 1,1 0 0 0 1,1.0850537312664246;432 434 777 1932 1935,0 1 0 1 1,0 1 1 0 0,1.0024797872610842;432 434 777 1932 1935,0 1 0 1 1,0 0 1 1 0,1.085056371962682;432 434 777 1932 1935,0 1 0 1 1,0 0 1 0 1,1.085056371962682;432 434 777 1932 1935,0 1 1 0 0,1 0 1 0 0,1.001753380360781;432 434 777 1932 1935,0 1 1 0 0,1 1 0 0 0,1.0022502743024488;432 434 777 1932 1935,0 1 1 0 0,0 0 1 1 0,1.085056371962682;432 434 777 1932 1935,0 1 1 0 0,0 1 0 1 0,1.0851954336544023;432 434 777 1932 1935,0 1 1 0 0,0 0 1 0 1,1.085056371962682;432 434 777 1932 1935,0 1 1 0 0,0 1 0 0 1,1.0851954336544023;432 434 777 1932 1935,0 1 1 0 1,1 0 1 0 0,1.0020469158634062;432 434 777 1932 1935,0 1 1 0 1,1 1 0 0 0,1.0024697762947776;432 434 777 1932 1935,0 1 1 0 1,1 0 0 0 1,1.0850537312664246;432 434 777 1932 1935,0 1 1 0 1,0 0 1 1 0,1.085056371962682;432 434 777 1932 1935,0 1 1 0 1,0 1 0 1 0,1.0851954336544023;432 434 777 1932 1935,0 1 1 0 1,0 0 0 1 1,1.0850257336893145;432 434 777 1932 1935,0 1 1 1 0,1 0 1 0 0,1.0011734458298198;432 434 777 1932 1935,0 1 1 1 0,1 1 0 0 0,1.001768295802488;432 434 777 1932 1935,0 1 1 1 0,1 0 0 1 0,1.0850537312664246;432 434 777 1932 1935,0 1 1 1 0,0 0 1 0 1,1.085056371962682;432 434 777 1932 1935,0 1 1 1 0,0 1 0 0 1,1.0851954336544023;432 434 777 1932 1935,0 1 1 1 0,0 0 0 1 1,1.0850257336893145;432 434 777 1932 1935,0 1 1 1 1,1 0 1 0 0,1.0035292806198688;432 434 777 1932 1935,0 1 1 1 1,1 1 0 0 0,1.004495890456935;432 434 777 1932 1935,0 1 1 1 1,1 0 0 1 0,1.0850537312664246;432 434 777 1932 1935,0 1 1 1 1,1 0 0 0 1,1.0850537312664246;432 434 777 1932 1935,0 0 0 0 0,0 0 1 0 0,1.0016420873784038;432 434 777 1932 1935,0 0 0 0 0,0 0 0 1 0,1.0850257336893145;432 434 777 1932 1935,0 0 0 0 0,0 0 0 0 1,1.0850257336893145;432 434 777 1932 1935,0 0 0 0 0,1 0 0 0 0,1.0012411829040755;432 434 777 1932 1935,0 0 0 0 0,0 1 0 0 0,1.002307662438031;
994 8034,0 0,1 0,0;994 8034,0 0,0 1,0;
8034 8035,0 0,1 0,0;8034 8035,0 0,0 1,0;
8035 8036,0 0,1 0,0;8035 8036,0 0,0 1,0;
8036 8037,0 0,1 0,0;8036 8037,0 0,0 1,0;
8037 8038,0 0,1 0,0;8037 8038,0 0,0 1,0;
8038 8039,0 0,1 0,0;8038 8039,0 0,0 1,0;
1938 8039,0 0,1 0,0;1938 8039,0 0,0 1,0;
1938 1939 1940,0 1 2,1 1 1,1.0850257336893145;1938 1939 1940,0 0 1,1 0 1,1.0850257336893145;1938 1939 1940,0 0 1,0 1 1,1.0850257336893145;1938 1939 1940,0 1 0,1 1 0,1.0850257336893145;1938 1939 1940,0 1 0,0 1 1,1.0850257336893145;1938 1939 1940,0 1 1,1 1 0,1.0850257336893145;1938 1939 1940,0 1 1,1 0 1,1.0850257336893145;1938 1939 1940,0 0 0,1 0 0,1.0850257336893145;1938 1939 1940,0 0 0,0 1 0,1.0850257336893145;1938 1939 1940,0 0 0,0 0 1,1.0850257336893145;
1939 8040,0 0,1 0,0;1939 8040,0 0,0 1,0;
8040 8041,0 0,1 0,0;8040 8041,0 0,0 1,0;
8041 8042,0 0,1 0,0;8041 8042,0 0,0 1,0;
1942 8042,0 0,1 0,0;1942 8042,0 0,0 1,0;
1942,0,1,0;
1940 8043,0 0,1 0,0;1940 8043,0 0,0 1,0;
8043 8044,0 0,1 0,0;8043 8044,0 0,0 1,0;
8044 8045,0 0,1 0,0;8044 8045,0 0,0 1,0;
8045 8046,0 0,1 0,0;8045 8046,0 0,0 1,0;
8046 8047,0 0,1 0,0;8046 8047,0 0,0 1,0;
1944 8047,0 0,1 0,0;1944 8047,0 0,0 1,0;
1944,0,1,0;
430 8048,0 0,1 0,0;430 8048,0 0,0 1,0;
8048 8049,0 0,1 0,0;8048 8049,0 0,0 1,0;
8049 8050,0 0,1 0,0;8049 8050,0 0,0 1,0;
8050 8051,0 0,1 0,0;8050 8051,0 0,0 1,0;
8051 8052,0 0,1 0,0;8051 8052,0 0,0 1,0;
8052 8053,0 0,1 0,0;8052 8053,0 0,0 1,0;
8053 8054,0 0,1 0,0;8053 8054,0 0,0 1,0;
8054 8055,0 0,1 0,0;8054 8055,0 0,0 1,0;
8055 8056,0 0,1 0,0;8055 8056,0 0,0 1,0;
8056 8057,0 0,1 0,0;8056 8057,0 0,0 1,0;
1946 8057,0 0,1 0,0;1946 8057,0 0,0 1,0;
1946 1947 1948 1949,0 1 2 3,1 1 1 1,1.0852859813292766;1946 1947 1948 1949,0 0 1 2,1 0 1 1,1.0852859813292766;1946 1947 1948 1949,0 0 1 2,0 1 1 1,1.0850597437936196;1946 1947 1948 1949,0 1 0 2,1 1 0 1,1.0852519712249717;1946 1947 1948 1949,0 1 0 2,0 1 1 1,1.0850597437936196;1946 1947 1948 1949,0 1 1 2,1 1 0 1,1.0852519712249717;1946 1947 1948 1949,0 1 1 2,1 0 1 1,1.0852859813292766;1946 1947 1948 1949,0 0 0 1,1 0 0 1,1.0852519712249717;1946 1947 1948 1949,0 0 0 1,0 1 0 1,1.0850257336893145;1946 1947 1948 1949,0 0 0 1,0 0 1 1,1.0850597437936196;1946 1947 1948 1949,0 1 2 0,1 1 1 0,1.0852859813292766;1946 1947 1948 1949,0 1 2 0,0 1 1 1,1.0850597437936196;1946 1947 1948 1949,0 1 2 1,1 1 1 0,1.0852859813292766;1946 1947 1948 1949,0 1 2 1,1 0 1 1,1.0852859813292766;1946 1947 1948 1949,0 1 2 2,1 1 1 0,1.0852859813292766;1946 1947 1948 1949,0 1 2 2,1 1 0 1,1.0852519712249717;1946 1947 1948 1949,0 0 1 0,1 0 1 0,1.0034674002659023;1946 1947 1948 1949,0 0 1 0,0 1 1 0,1.0850597437936196;1946 1947 1948 1949,0 0 1 0,0 0 1 1,1.0850597437936196;1946 1947 1948 1949,0 0 1 1,1 0 1 0,1.0010304899488127;1946 1947 1948 1949,0 0 1 1,1 0 0 1,1.0852519712249717;1946 1947 1948 1949,0 0 1 1,0 1 1 0,1.0850597437936196;1946 1947 1948 1949,0 0 1 1,0 1 0 1,1.0850257336893145;1946 1947 1948 1949,0 1 0 0,1 1 0 0,1.0852519712249717;1946 1947 1948 1949,0 1 0 0,0 1 1 0,1.0850597437936196;1946 1947 1948 1949,0 1 0 0,0 1 0 1,1.0850257336893145;1946 1947 1948 1949,0 1 0 1,1 1 0 0,1.0852519712249717;1946 1947 1948 1949,0 1 0 1,1 0 0 1,1.0852519712249717;1946 1947 1948 1949,0 1 0 1,0 1 1 0,1.0850597437936196;1946 1947 1948 1949,0 1 0 1,0 0 1 1,1.0850597437936196;1946 1947 1948 1949,0 1 1 0,1 1 0 0,1.0852519712249717;1946 1947 1948 1949,0 1 1 0,1 0 1 0,1.0020154307341236;1946 1947 1948 1949,0 1 1 0,0 1 0 1,1.0850257336893145;1946 1947 1948 1949,0 1 1 0,0 0 1 1,1.0850597437936196;1946 1947 1948 1949,0 1 1 1,1 1 0 0,1.0852519712249717;1946 1947 1948 1949,0 1 1 1,1 0 1 0,1.003400844076252;1946 1947 1948 1949,0 1 1 1,1 0 0 1,1.0852519712249717;1946 1947 1948 1949,0 0 0 0,1 0 0 0,1.001808041562932;1946 1947 1948 1949,0 0 0 0,0 1 0 0,1.0850257336893145;1946 1947 1948 1949,0 0 0 0,0 0 1 0,1.001310035751176;1946 1947 1948 1949,0 0 0 0,0 0 0 1,1.0850257336893145;
1947 8058,0 0,1 0,0;1947 8058,0 0,0 1,0;
8058 8059,0 0,1 0,0;8058 8059,0 0,0 1,0;
1951 8059,0 0,1 0,0;1951 8059,0 0,0 1,0;
1951,0,1,0;
476 8060,0 0,1 0,0;476 8060,0 0,0 1,0;
8060 8061,0 0,1 0,0;8060 8061,0 0,0 1,0;
8061 8062,0 0,1 0,0;8061 8062,0 0,0 1,0;
8062 8063,0 0,1 0,0;8062 8063,0 0,0 1,0;
8063 8064,0 0,1 0,0;8063 8064,0 0,0 1,0;
8064 8065,0 0,1 0,0;8064 8065,0 0,0 1,0;
1953 8065,0 0,1 0,0;1953 8065,0 0,0 1,0;
1953 1954 1955,0 1 2,1 1 1,1.0853812982782711;1953 1954 1955,0 0 1,1 0 1,1.0030314633163757;1953 1954 1955,0 0 1,0 1 1,1.0851605570010425;1953 1954 1955,0 1 0,1 1 0,1.0852464749665431;1953 1954 1955,0 1 0,0 1 1,1.0851605570010425;1953 1954 1955,0 1 1,1 1 0,1.0852464749665431;1953 1954 1955,0 1 1,1 0 1,1.0045927803739239;1953 1954 1955,0 0 0,1 0 0,1.0027010616912668;1953 1954 1955,0 0 0,0 1 0,1.0850257336893145;1953 1954 1955,0 0 0,0 0 1,1.0039282441897057;
1954 8066,0 0,1 0,0;1954 8066,0 0,0 1,0;
8066 8067,0 0,1 0,0;8066 8067,0 0,0 1,0;
8067 8068,0 0,1 0,0;8067 8068,0 0,0 1,0;
1957 8068,0 0,1 0,0;1957 8068,0 0,0 1,0;
1957,0,1,0;
409 8069,0 0,1 0,0;409 8069,0 0,0 1,0;
467 8069,0 0,1 0,0;467 8069,0 0,0 1,0;
1257 8070,0 0,1 0,0;1257 8070,0 0,0 1,0;
8070 8071,0 0,1 0,0;8070 8071,0 0,0 1,0;
8071 8072,0 0,1 0,0;8071 8072,0 0,0 1,0;
1960 8072,0 0,1 0,0;1960 8072,0 0,0 1,0;
1960,0,1,0;
1258 8073,0 0,1 0,0;1258 8073,0 0,0 1,0;
8073 8074,0 0,1 0,0;8073 8074,0 0,0 1,0;
1962 8074,0 0,1 0,0;1962 8074,0 0,0 1,0;
1962,0,1,0;
1261 1963,0 0,1 0,0;1261 1963,0 0,0 1,0;
1963,0,1,0;
1955 8075,0 0,1 0,0;1955 8075,0 0,0 1,0;
1948 8075,0 0,1 0,0;1948 8075,0 0,0 1,0;
1949 1965,0 0,1 0,0;1949 1965,0 0,0 1,0;
1965,0,1,0;
426 8076,0 0,1 0,0;426 8076,0 0,0 1,0;
8076 8077,0 0,1 0,0;8076 8077,0 0,0 1,0;
8077 8078,0 0,1 0,0;8077 8078,0 0,0 1,0;
8078 8079,0 0,1 0,0;8078 8079,0 0,0 1,0;
1967 8079,0 0,1 0,0;1967 8079,0 0,0 1,0;
1967,0,1,0;
916 8080,0 0,1 0,0;916 8080,0 0,0 1,0;
8080 8081,0 0,1 0,0;8080 8081,0 0,0 1,0;
8081 8082,0 0,1 0,0;8081 8082,0 0,0 1,0;
1969 8082,0 0,1 0,0;1969 8082,0 0,0 1,0;
1969,0,1,0;
54 8083,0 0,1 0,0;54 8083,0 0,0 1,0;
742 8083,0 0,1 0,0;742 8083,0 0,0 1,0;
377 8084,0 0,1 0,0;377 8084,0 0,0 1,0;
8084 8085,0 0,1 0,0;8084 8085,0 0,0 1,0;
8085 8086,0 0,1 0,0;8085 8086,0 0,0 1,0;
1972 8086,0 0,1 0,0;1972 8086,0 0,0 1,0;
1972,0,1,0;
229 8087,0 0,1 0,0;229 8087,0 0,0 1,0;
8087 8088,0 0,1 0,0;8087 8088,0 0,0 1,0;
1974 8088,0 0,1 0,0;1974 8088,0 0,0 1,0;
1974 1975 1976,0 1 2,1 1 1,1.0857338792234215;1974 1975 1976,0 0 1,1 0 1,1.0851188360305204;1974 1975 1976,0 0 1,0 1 1,1.0856407768822156;1974 1975 1976,0 1 0,0 1 1,1.0856407768822156;1974 1975 1976,0 1 0,1 1 0,1.0039123528751481;1974 1975 1976,0 1 1,1 0 1,1.0851188360305204;1974 1975 1976,0 1 1,1 1 0,1.0038677959702027;1974 1975 1976,0 0 0,0 0 1,1.0850257336893145;1974 1975 1976,0 0 0,1 0 0,1.0013262775266258;1974 1975 1976,0 0 0,0 1 0,1.0027233057494394;
1975 8089,0 0,1 0,0;1975 8089,0 0,0 1,0;
8089 8090,0 0,1 0,0;8089 8090,0 0,0 1,0;
8090 8091,0 0,1 0,0;8090 8091,0 0,0 1,0;
8091 8092,0 0,1 0,0;8091 8092,0 0,0 1,0;
8092 8093,0 0,1 0,0;8092 8093,0 0,0 1,0;
8093 8094,0 0,1 0,0;8093 8094,0 0,0 1,0;
8094 8095,0 0,1 0,0;8094 8095,0 0,0 1,0;
8095 8096,0 0,1 0,0;8095 8096,0 0,0 1,0;
1978 8096,0 0,1 0,0;1978 8096,0 0,0 1,0;
1980 8097,0 0,1 0,0;1980 8097,0 0,0 1,0;
8097 8098,0 0,1 0,0;8097 8098,0 0,0 1,0;
8098 8099,0 0,1 0,0;8098 8099,0 0,0 1,0;
1981 8099,0 0,1 0,0;1981 8099,0 0,0 1,0;
1981,0,1,0;
